10,4,200000,1.885e-07,0.147554,0.139818,0.139608
10,8,200000,6.75e-08,0.13985,0.147937,0.173037
10,16,200000,7.45e-08,0.147035,0.134357,0.164579
10,32,200000,6.1e-08,0.150191,0.158868,0.149349
10,64,200000,5.85e-08,0.143254,0.178991,0.140379
10,128,200000,6.1e-08,0.166416,0.152383,0.175707
10,4,400000,7.65e-08,0.27543,0.317783,0.274943
10,8,400000,6e-08,0.309369,0.302114,0.271219
10,16,400000,5.85e-08,0.283288,0.30223,0.269666
10,32,400000,6e-08,0.273481,0.267063,0.337622
10,64,400000,6.75e-08,0.34123,0.282563,0.272426
10,128,400000,5.25e-08,0.306529,0.343927,0.29217
10,4,800000,6.85e-08,0.564124,0.618402,0.612381
10,8,800000,5.95e-08,0.575201,0.548109,0.542454
10,16,800000,6.65e-08,0.58688,0.572299,0.535884
10,32,800000,5.65e-08,0.549904,0.604352,0.541361
10,64,800000,5.4e-08,0.643692,0.547934,0.553261
10,128,800000,6.05e-08,0.618747,0.605041,0.580099
10,4,1600000,6.2e-08,1.12146,1.1118,1.13265
10,8,1600000,5.4e-08,1.12393,1.12278,1.11035
10,16,1600000,5.7e-08,1.09638,1.08668,1.11511
10,32,1600000,6.95e-08,1.09963,1.08875,1.0922
10,64,1600000,4.75e-08,1.13651,1.09364,1.15338
10,128,1600000,5.2e-08,1.20772,1.18799,1.14684
10,4,3200000,7.1e-08,2.20706,2.2303,2.19439
10,8,3200000,6.5e-08,2.2245,2.19668,2.18585
10,16,3200000,4.65e-08,2.1873,2.22209,2.14816
10,32,3200000,4.45e-08,2.20671,2.2105,2.14611
10,64,3200000,6.4e-08,2.22666,2.20173,2.17974
10,128,3200000,3.968e-06,2.31696,2.35544,2.27218
10,4,6400000,5.4e-08,4.45061,4.42962,4.40189
10,8,6400000,6.6e-08,4.43318,4.34831,4.34349
10,16,6400000,5.6e-08,4.40847,4.30194,4.29348
10,32,6400000,3.95e-08,4.3857,4.29897,4.29566
10,64,6400000,4.8e-08,4.41021,4.3391,4.35008
10,128,6400000,5.7e-08,4.6436,4.69421,4.56588
10,4,12800000,7.1e-08,8.83659,8.84527,8.80454
10,8,12800000,5.45e-08,8.82605,8.67366,8.63895
10,16,12800000,4.5e-08,8.71998,8.58221,8.56038
10,32,12800000,9.6e-08,8.65255,8.58324,8.61939
10,64,12800000,4.65e-08,8.72406,8.65226,8.68786
10,128,12800000,5.2e-08,9.22829,9.33443,9.06265
10,4,25600000,4.6e-08,17.5465,17.6802,17.5623
10,8,25600000,5.25e-08,17.6019,17.4103,17.2654
10,16,25600000,6.9e-08,17.405,17.2532,17.2078
10,32,25600000,4.85e-08,17.2306,17.2439,17.1972
10,64,25600000,6.4e-08,17.4007,17.2979,17.4062
10,128,25600000,5.55e-08,18.2696,18.6519,18.0971
