10,4,2000,0.00568658,0.00173726,0.00154254,0.00198477
10,8,2000,0.00529978,0.00239479,0.00236618,0.0025214
10,16,2000,0.00477615,0.00249198,0.00235187,0.00243328
10,32,2000,0.00478422,0.00212177,0.00192051,0.00172086
10,64,2000,0.00511517,0.00344393,0.00344244,0.00182449
10,128,2000,0.00603773,0.00911113,0.00946824,0.0021482
10,4,4000,0.0115693,0.00359138,0.0036602,0.0044584
10,8,4000,0.00928587,0.00454706,0.00456606,0.00491786
10,16,4000,0.0090669,0.00402108,0.00392602,0.00417315
10,32,4000,0.00936497,0.00352977,0.00326477,0.00347211
10,64,4000,0.0104657,0.00621378,0.00514089,0.00466288
10,128,4000,0.0113807,0.0109834,0.0111204,0.00424349
10,4,8000,0.0186709,0.00545761,0.00564084,0.00711646
10,8,8000,0.0185658,0.00763587,0.00774833,0.00814617
10,16,8000,0.0183041,0.00595513,0.00571592,0.00668507
10,32,8000,0.0190224,0.00747059,0.00727472,0.00810614
10,64,8000,0.0191699,0.00799492,0.00784756,0.00696661
10,128,8000,0.0220438,0.0152144,0.0142678,0.00841536
10,4,16000,0.0382304,0.0128919,0.0130215,0.014962
10,8,16000,0.03685,0.0122258,0.0128935,0.0146111
10,16,16000,0.0361528,0.0117305,0.0118599,0.0138239
10,32,16000,0.0364229,0.012851,0.0128271,0.0144897
10,64,16000,0.0373526,0.0143218,0.0140366,0.0144509
10,128,16000,0.0418367,0.024444,0.0216164,0.0171557
10,4,32000,0.0739999,0.0233793,0.0232921,0.029619
10,8,32000,0.0722201,0.0229353,0.0234268,0.0274772
10,16,32000,0.0722325,0.0257445,0.0247143,0.028801
10,32,32000,0.071989,0.0251848,0.0247299,0.02665
10,64,32000,0.0738412,0.0287398,0.0266906,0.0298532
10,128,32000,0.0791305,0.0348044,0.0318121,0.0271134
10,4,64000,0.149821,0.0495951,0.0472613,0.0581826
10,8,64000,0.143703,0.0452738,0.0439766,0.0520691
10,16,64000,0.144397,0.0476138,0.043301,0.053252
10,32,64000,0.145024,0.045975,0.0458272,0.0545117
10,64,64000,0.144089,0.0486506,0.048579,0.0516684
10,128,64000,0.155479,0.0561718,0.055433,0.0533982
10,4,128000,0.290256,0.0962422,0.0878746,0.112465
10,8,128000,0.28458,0.0872881,0.0858793,0.10805
10,16,128000,0.282954,0.0954596,0.0926209,0.106371
10,32,128000,0.283874,0.0887157,0.0852998,0.102517
10,64,128000,0.284947,0.0931416,0.0884681,0.100556
10,128,128000,0.308684,0.103683,0.101371,0.102633
10,4,256000,0.583318,0.174748,0.174234,0.221629
10,8,256000,0.568111,0.170547,0.17272,0.20583
10,16,256000,0.566111,0.172282,0.169468,0.20969
10,32,256000,0.566863,0.174776,0.170954,0.216683
10,64,256000,0.569185,0.173678,0.173401,0.203964
10,128,256000,0.634517,0.19682,0.192468,0.203104
10,4,512000,1.16612,0.345447,0.345029,0.447307
10,8,512000,1.13642,0.342245,0.341547,0.41067
10,16,512000,1.1334,0.34397,0.339274,0.411251
